timestamp,icao24,callsign,origin_country,latitude,longitude,baro_altitude,geo_altitude,on_ground,velocity,true_track,vertical_rate,hour,day_of_week,is_weekend,flight_phase,airline_code
2025-07-31 08:37:58,801427,IGO3TC,India,17.6075,73.207,8679.18,9197.34,False,226.31,162.27,2.28,8,3,False,cruise,IG
2025-07-31 08:37:58,800d3b,LLR514,India,12.1683,77.6537,4579.62,4815.84,False,129.56,337.1,0.33,8,3,False,cruise,LL
2025-07-31 08:37:58,801431,IGO46MA,India,14.1256,74.3188,10515.6,11140.44,False,247.61,334.66,3.9,8,3,False,climb,IG
2025-07-31 08:37:58,80146f,IGO1074,India,19.7093,86.3676,10972.8,11689.08,False,243.36,315.09,0,8,3,False,cruise,IG
2025-07-31 08:37:58,800d8a,IGO7065,India,11.5786,77.3133,2941.32,3048,False,127.57,185.09,-5.2,8,3,False,descent,IG
2025-07-31 08:37:58,801499,IGO6442,India,25.3803,93.7633,5387.34,5638.8,False,203.33,236.87,2.93,8,3,False,cruise,IG
2025-07-31 08:37:58,801495,AIC2630,India,13.4882,77.4989,4655.82,4739.64,False,155.24,340.24,13.98,8,3,False,climb,AI
2025-07-31 08:37:58,86e7a2,JAL39,Japan,25.6749,84.8068,11582.4,12352.02,False,266,287.91,0.33,8,3,False,cruise,JA
2025-07-31 08:37:58,80145e,IGO874,India,23.0402,87.4702,7071.36,7437.12,False,214.63,306.81,10.08,8,3,False,climb,IG
2025-07-31 08:37:58,801470,IGO661K,India,18.6931,73.6904,3101.34,3154.68,False,151.06,294.12,3.58,8,3,False,climb,IG
2025-07-31 08:37:58,80149b,IGO97VJ,India,19.093,72.8599,,,True,2.06,210.94,,8,3,False,unknown,IG
2025-07-31 08:37:58,800bb5,IGO394,India,25.6657,91.0953,6591.3,6941.82,False,220.55,234.49,6.18,8,3,False,climb,IG
2025-07-31 08:37:58,800be6,AIC276,India,16.0727,74.309,11269.98,11971.02,False,223.27,151.66,0,8,3,False,cruise,AI
2025-07-31 08:37:58,06a111,QTR960,Qatar,16.5889,75.5053,11277.6,11971.02,False,242.52,115.64,0,8,3,False,cruise,QT
2025-07-31 08:37:58,801532,IGO691N,India,8.9218,76.7393,4389.12,4526.28,False,186.74,335.77,9.75,8,3,False,climb,IG
2025-07-31 08:37:58,801534,AIC2458,India,12.9939,77.624,11894.82,12611.1,False,235.1,196.13,-0.33,8,3,False,cruise,AI
2025-07-31 08:37:58,8850b6,THA322,Thailand,21.2147,92.7975,9448.8,10088.88,False,261.73,137.15,0.33,8,3,False,cruise,TH
2025-07-31 08:37:58,80154d,IGO330E,India,19.4611,73.5476,9753.6,10363.2,False,239.13,336.41,0,8,3,False,cruise,IG
2025-07-31 08:37:58,801560,IGO6345,India,17.0093,73.4213,9364.98,10027.92,False,232.29,155.54,-12.03,8,3,False,descent,IG
2025-07-31 08:37:58,80152e,IGO292K,India,29.9518,77.4765,3589.02,3634.74,False,138.73,63.34,-3.25,8,3,False,descent,IG
2025-07-31 08:37:58,801539,AKJ137H,India,18.6679,73.4236,11582.4,12313.92,False,228.6,182.32,0,8,3,False,cruise,AK
2025-07-31 08:37:58,80153f,AIC174,India,24.2616,89.7476,11582.4,12359.64,False,253.22,279.83,0,8,3,False,cruise,AI
2025-07-31 08:37:58,801553,AIC2648,India,15.7239,74.1176,1440.18,1394.46,False,80.02,274.79,-2.6,8,3,False,cruise,AI
2025-07-31 08:37:58,801584,AIC2639,India,29.6439,77.3215,7627.62,8107.68,False,241.75,16.31,-11.7,8,3,False,descent,AI
2025-07-31 08:37:58,801590,AXB2714,India,13.2304,77.9444,1897.38,1874.52,False,103.34,215.27,-3.25,8,3,False,descent,AX
2025-07-31 08:37:58,800ce8,AIC2770,India,24.4815,84.344,10957.56,11681.46,False,237.19,306,0,8,3,False,cruise,AI
2025-07-31 08:37:58,8013d4,IGO2747,India,29.8471,75.6909,8961.12,9555.48,False,237.46,334.32,1.63,8,3,False,cruise,IG
2025-07-31 08:37:58,800cdc,IGO831,India,19.942,74.5244,9700.26,10279.38,False,243.74,69.23,4.23,8,3,False,climb,IG
2025-07-31 08:37:58,68000a,BTN701,Bhutan,22.3322,89.1345,4259.58,4373.88,False,166.64,316.25,0.98,8,3,False,cruise,BT
2025-07-31 08:37:58,06a0e9,QTR944,Qatar,14.1536,77.9412,11277.6,11948.16,False,240.28,118.1,0,8,3,False,cruise,QT
2025-07-31 08:37:58,8013cf,IGO196,India,13.7377,77.7098,4853.94,5036.82,False,202.78,13.05,7.8,8,3,False,climb,IG
2025-07-31 08:37:58,8013a4,AIC572,India,19.1293,72.8241,830.58,662.94,False,99.36,313.11,9.1,8,3,False,climb,AI
2025-07-31 08:37:58,800cc7,AIC2405,India,27.7903,75.6891,11277.6,12085.32,False,224.31,26.57,0,8,3,False,cruise,AI
2025-07-31 08:37:58,800cbf,IGO7313,India,23.5943,89.1362,4572,4739.64,False,135.26,48.86,-0.65,8,3,False,cruise,IG
